"BOID (1075)","Published","Title (1075)","Authors (636)","URL","Bitsy Jam","Notes"
"E2417E83","04/12/2017","Underwater Treasure","Lucky Pixel","https://music-monster.itch.io/underwater-treasure-bitsy-jam","Bric-A-Brac (Bitsy Jam)",""
"5459452D","04/12/2017",".clc","Orikingium Studios","https://orikingium-studios.itch.io/clc","Bric-A-Brac (Bitsy Jam)",""
"23D3C1FE","04/12/2017","little treasures","meowchelle","https://meowchelle.itch.io/little-treasures","Bric-A-Brac (Bitsy Jam)","music"
"2AE5B41F","04/12/2017","cleaning house","npckc","https://npckc.itch.io/cleaning-house","Bric-A-Brac (Bitsy Jam)",""
"24AC79FF","04/12/2017","Memories In The Snow","Brandon Thread","https://brandonmakesthings.itch.io/memories-in-the-snow","","music"
"3013C4CA","04/12/2017","Home decoration.","ruthvik","https://ruthvik.itch.io/home-decoration","",""
"0295BEE2","04/12/2017","A Birthday Present","lajiao","https://lajiao.itch.io/a-birthday-present","",""
"764BFE8E","04/12/2017","Inventory","Jess Driscoll","https://jessdriscoll.itch.io/inventory","",""
"9DBCF1CA","04/12/2017","12:44","JohnLee Cooper","https://ergman.itch.io/1244-am","",""
"86D663A0","04/12/2017","Nomi Is Missing","Sjors Houkes","https://sh.itch.io/nomi-is-missing","",""
"B9E8AB34","04/12/2017","A cozy winter walk","Tiny Worlds","https://tinyworlds.itch.io/winterwalk","","music (retry later)"
"57BF77EA","04/12/2017","Warm fire.","Games I'm ashamed of","https://games-im-ashamed-of.itch.io/warm-fire","",""
"1956EA20","05/12/2017","Jung Campus","Tom Ciccone","https://tomciccone.itch.io/jung-campus","","music"
"1C04A763","07/12/2017","Nightlife","JimmyTwist","https://jimmytwist.itch.io/nightlife","",""
"71227276","08/12/2017","01001000 01100101 01101100 01110000 ","TheBookOfBrady","https://thebookofbrady.itch.io/01001000-01100101-01101100-01110000-00100000-01101101-01100101","",""
"103CEE9F","09/12/2017","Sheriff For A Day","rabbitboots","https://rabbitboots.itch.io/sheriff-for-a-day","",""
"490545E5","09/12/2017","lol (lots of luv)","simon","https://scoople.itch.io/lol","",""
"093B8804","09/12/2017","A Presentation","Limonsky","https://limosky.itch.io/a-presentation","",""
"084C7723","10/12/2017","Roguelike Simulator","eevee","https://eevee.itch.io/roguelike-simulator","",""
"92DE30C7","10/12/2017","it's not that deep","taynull","https://taynull.itch.io/notthatdeep","",""
"D336F626","12/12/2017","Hangup at a Small Town Toll Booth","SpaceOwl","https://spaceowl.itch.io/hangup-at-a-small-town-toll-booth","","music"
"7967C16A","12/12/2017","The Very Reluctant Pokemon Trainer (A For Victory! Nuzlocke Game)","carrotchipper","https://carrotchipper.itch.io/the-very-reluctant-pokemon-trainer-a-for-victory-nuzlocke-game","",""
"48DF7E17","13/12/2017","In Which The Adventurer Discovers His True Enemy Was Already Dead","swordpeddler","http://coneofnegativeenergy.com/seriousbusiness.htm","","music"
"5176C2F9","13/12/2017","THE ENDLESS SEA","ElectrumCube","https://electrum.cubemelon.net/misc/sea.html","",""
"45845857","15/12/2017","Dungeon Junkie","SmickyG","https://smick-diddly.itch.io/dungeon-junkie","","music"
"B0CC8427","16/12/2017","I am so...","skodone","https://skodone.itch.io/bitsy-iam","",""
"4DDD9930","17/12/2017","Whole","rabbitboots","https://rabbitboots.itch.io/whole","",""
"7CC82262","20/12/2017","An Emperor's Brain: Escaped","AfterglowGames","https://afterglowgames.itch.io/the-emperors-brain-escaped-demo","",""
"EAF425F0","20/12/2017","crash","ametAlias","https://ametalias.itch.io/crash","",""
"7DF36DA4","21/12/2017","merry sneepsnop","Mozz","https://mozz.itch.io/merry-sneepsnop","",""
"CFF98F1A","22/12/2017","Snowlapse","Claire Morley","https://claire1605.itch.io/snowlapse","Snow (Bitsy Jam)",""
"4EAF4CB6","22/12/2017","Pixel Dance","jojodee","https://jojodee.itch.io/pixel-dance","",""
"B816F16B","22/12/2017","Agent Q and the Red Dress Club","Lvl 14 Bard","https://lvl-14-bard.itch.io/agent-q-and-the-red-dress-club","",""
"26A20C22","23/12/2017","Maze Minders","rabbitboots","https://rabbitboots.itch.io/maze-minders","",""
"AB368CEC","23/12/2017","La nouvelle monde","toorte","https://toorte.itch.io/la-nouvelle-maison","","french, music"
"2908A4EC","23/12/2017","Merry Christmas Nora","Prototype","https://boak.itch.io/merry-christmas-nora","",""
"0A5B0213","24/12/2017","sen celloko","ariel j moody","https://verdkorpa.itch.io/sen-celloko","","esperanto translation of ""no destination"""
"3595B459","24/12/2017","la finaj tagoj de nia kastelo","ariel j moody","https://verdkorpa.itch.io/kastelo","","esperanto translation of ""the last days of our castle"""
"0DAEBE2D","24/12/2017","akvorubo","ariel j moody","https://verdkorpa.itch.io/akvorubo","","esperanto translation of ""jetsam"""
"7CB22BEC","24/12/2017","Bedtime, Kitties, said the Witch.","cephalopodunk","https://cephalopodunk.itch.io/bedtime-kitties","",""
"CE0512B2","24/12/2017","Smashmas","Jill Murray","https://codejill.itch.io/smashmas","",""
"DA5DA8E6","24/12/2017","""Fanciful Time""","VOOOLN","https://voooln.itch.io/fanciful","","music"
"938DE6EB","25/12/2017","When I was a bubble I could talk with the trees","LostTrainDude","https://losttraindude.itch.io/when-i-was-a-bubble-i-could","",""
"C49C625E","26/12/2017","SSNNOOWW","Mozz","https://mozz.itch.io/ssnnooww","Snow (Bitsy Jam)",""
"F6F5E3FB","27/12/2017","Autumn","Un bot pourrait faire ça","https://unbot.itch.io/autumn","",""
"7F66756E","27/12/2017","Garden With Cats","communistsister","https://communistsister.itch.io/variety-megajam-2018","",""
"66888415","28/12/2017","DEATH ZONE","Mark Wonnacott","https://candle.itch.io/death-zone","Snow (Bitsy Jam)",""
"8CABE4C9","28/12/2017","Lapland","ariel j moody","https://arieljmoody.itch.io/lapland","Snow (Bitsy Jam)","music"
"750D339D","28/12/2017","Little Legs","cephalopodunk","https://cephalopodunk.itch.io/little-legs","Snow (Bitsy Jam)","seems to have modded title page"
"E89C2CB3","28/12/2017","Winter's Fall","Red Skald","https://redskald.itch.io/winters-fall","Snow (Bitsy Jam)","music, content warning: suicide"
"84920F05","28/12/2017","Xmaze","roboman","https://roboman.itch.io/xmaze","Snow (Bitsy Jam)",""
"C05C1867","28/12/2017","Loup m'auras-tu","Maÿllis","https://mayllis.itch.io/loup-mauras-tu","","french"
"7E9E9162","28/12/2017","The beautiful world of Jekky","Shaggy Fires","https://shaggy-fires.itch.io/the-beautiful-world-of-jekky","","music"
"DA488AF0","28/12/2017","QuelqueChoseJam Le Jeu - Goty Edition","Esteban Grine","https://estebangrine.itch.io/quelquechosejam-le-jeu-goty-edition","","french language"
"D1BD8AFF","29/12/2017","Winter","ReZStudios","https://rez-studios.itch.io/winter","Snow (Bitsy Jam)",""
"CE59A086","29/12/2017","Enjoy The Snow","SpaceOwl","https://spaceowl.itch.io/enjoy-the-snow","Snow (Bitsy Jam)","music"
"1BC8C113","29/12/2017","Histoire de Lapin / Bunny's Tale","Jack Le Hamster","https://jacklehamster.itch.io/histoire-de-lapin-bunnys-tale","Snow (Bitsy Jam)","bilingual french/english"
"4F1489E4","29/12/2017","Exploration","EYDAPYHh","https://eydapyhh.itch.io/exploration","",""
"64F548BA","29/12/2017","kissy baby","Mr. Boyfriend","https://mrboyfriend.itch.io/kissy-baby","",""
"F56AA41E","30/12/2017","Worm Dungeon","Daniel Linssen","http://daniellinssen.net/games/wormdungeon/","",""
"FD604DCF","30/12/2017","maybe i should just read or something","MLB","https://wizrnd.itch.io/maybe-i-should-just-read-or-something","Snow (Bitsy Jam)",""
"552DAF55","30/12/2017","I love snow","Maÿllis","https://mayllis.itch.io/i-love-snow","Snow (Bitsy Jam)",""
"7C57E56E","30/12/2017","West Pier, Brighton","Siobhan Gibson","https://sgx.itch.io/west-pier-brighton","",""
"C872D239","30/12/2017","the little field in the park between home and the bus stop","Sean S. LeBlanc","https://seansleblanc.itch.io/the-little-field-in-the-park-between-home-and-the-bus-stop","Snow (Bitsy Jam)",""
"69503174","30/12/2017","become as clouds","Mr. Boyfriend","https://mrboyfriend.itch.io/become-as-clouds","",""
"BC8B3E64","31/12/2017","deer winter","Mozz","https://mozz.itch.io/deer-winter","Snow (Bitsy Jam)",""
"37709E29","31/12/2017","The snowy night","Graic","https://griac.itch.io/snow","Snow (Bitsy Jam)",""
"7A731A22","31/12/2017","SNOW","Cosi1125","https://cosi1125.itch.io/snow","Snow (Bitsy Jam)","music"
"6F136B0B","31/12/2017","Cold Snap","rabbitboots","https://rabbitboots.itch.io/cold-snap","Snow (Bitsy Jam)",""
"F3C9C052","31/12/2017","nieve","screen implosion","https://volando.itch.io/nieve","Snow (Bitsy Jam)",""
"60241B28","31/12/2017","The Tram","Red Skald","https://redskald.itch.io/the-tram","","music"
"30FA721B","31/12/2017","Mr.Fox want go to Chesore","Shaggy Fires","https://shaggy-fires.itch.io/mrfox-want-go-to-chesore","Snow (Bitsy Jam)","music"
"DF0BA198","31/12/2017","Snow on the Moon","Coleo_Kin","https://coleo_kin.itch.io/snow-on-the-moon","Snow (Bitsy Jam)","music"
"47FBC4E6","31/12/2017","[[TRINKET]]","Ruune","https://ruune.itch.io/trinket","",""
"63A00C28","01/01/2018","Our Damned Machine","Sophie Houlden","https://sophieh.itch.io/our-damned-machine","",""
"4FBC6C9B","01/01/2018","Use the power of positive thinking to get to the goal","Nifflas","http://www.ni2.se/temp/positive%20thinker.html","",""
"F01319B6","01/01/2018","Tutorial: Get Chunks, Talk to Your Friend, The Bird","BedWords","https://bedwords.itch.io/tutorial-get-chunks-talk-to-your-friend-the-bird","Snow (Bitsy Jam)",""
"C5F26960","01/01/2018","The Cabin","Beto Raposa","https://betoraposa.itch.io/the-cabin","Snow (Bitsy Jam)",""
"2921BC8F","01/01/2018","What Is A Game?","573 Games","https://studio573games.itch.io/what-is-a-game","Snow (Bitsy Jam)",""
"566230F3","01/01/2018","This way here","southtonk","https://southtonk.itch.io/this-way-here","",""
"31FDE773","01/01/2018","Pine","Ellie Rosalind","https://boak.itch.io/pine","",""
"95505928","01/01/2018","Between the Hunt","RogueSquirrel","https://roguesquirrel.itch.io/between-the-hunt","",""
"B831FB24","02/01/2018","The Milk and Mitten","Sarah Gould","https://sarahgould.itch.io/the-milk-and-mitten","Snow (Bitsy Jam)",""
"D173C9C5","02/01/2018","Swiss Cottage","Scared Square Games","https://scared-square-games.itch.io/swiss-cottage","Snow (Bitsy Jam)",""
"4759957F","02/01/2018","Men in the snow","manofdoom","https://manofdoom.itch.io/men-in-the-snow","Snow (Bitsy Jam)",""
"85988912","02/01/2018","DirTy sNow","chompicore","https://chompicore.itch.io/dirty-snow","Snow (Bitsy Jam)",""
"604ED83B","02/01/2018","The Fox's Coat","AshGary","https://ashgary.itch.io/the-foxs-coat","Snow (Bitsy Jam)",""
"C5CF3FDA","02/01/2018","No Snow","thatguynm","https://thatguynm.itch.io/no-snow","Snow (Bitsy Jam)",""
"BCD3885C","02/01/2018","an empty road","RogueSquirrel","https://roguesquirrel.itch.io/an-empty-road","","music"
"C39D4A33","02/01/2018","pet therapy","bec","https://becsmith.itch.io/pet-therapy","","music"
"82A1FBBD","02/01/2018","Visitation","Andy Miller","https://direlogomachist.itch.io/visitation","",""
"1663A765","03/01/2018","Service Disruptions","David Mowatt","https://verticalblanking.itch.io/service-disruptions","Snow (Bitsy Jam)",""
"3711C81B","03/01/2018","Another Round of Pong","James Earl Cox III","https://just404it.itch.io/pong","Snow (Bitsy Jam)",""
"45F1225D","03/01/2018","Gritsy Bitsy Teeny Weeny Yellow Anti-Slip Machiney","Jono Sandliands","https://jonosandilands.itch.io/gritsy-bitsy","Snow (Bitsy Jam)",""
"E3FD3997","03/01/2018","Snowy road","suger","https://suger.itch.io/snowy-road","Snow (Bitsy Jam)",""
"4EC3AE6F","03/01/2018","One week of snow","Bastien Barault","https://bastien-barault.itch.io/one-week-of-snow","Snow (Bitsy Jam)",""
"710F4731","03/01/2018","Snow Tale","Lucky Pixel","https://music-monster.itch.io/snow-tale","Snow (Bitsy Jam)","music"
"A643C5F4","03/01/2018","Tiny's Snow Adventure","katanarouge","https://katanarouge.itch.io/tinys-snow-adventure","Snow (Bitsy Jam)",""
"F64D8936","03/01/2018","hunder","scarletCatalie","https://scarletcatalie.itch.io/hunder","Snow (Bitsy Jam)",""
"CE90358C","03/01/2018","A Problem","granfaloney","https://granfaloney.itch.io/a-problem","",""
"FCA2E2BA","04/01/2018","the sky is falling","eli fessler","https://eli.itch.io/the-sky-is-falling","",""
"5784DFEF","04/01/2018","Diplomat Simulator","wjhollyart","https://wjhollyart.itch.io/diplomat-simulator","","music"
"09B9F805","04/01/2018","black eyed dog","tom brinton","http://tombrinton.com/games/blackeyeddog.html","","music"
"284D2078","05/01/2018","Sfer Milendall VF","Peter Februar","https://peter-februar.itch.io/sfer-milendall-vf","",""
"52AD1DE7","05/01/2018","Khala My Friend","tom brinton","https://beepyeah.itch.io/khala-my-friend","","music"
"EDD61D35","06/01/2018","big science","IMLXH","https://imlxh.itch.io/big-science","",""
"70E9483E","07/01/2018","Snowcrash","Breogán Hackett","https://boaheck.itch.io/snowcrash","","music"
"18E23CD3","07/01/2018","Life under Rigour, a Counter/Weight fan game","Frankiextra","https://frankiextra.itch.io/rigour","",""
"8A4E6704","07/01/2018","Dracula Express","ComputerJames","https://computerjames.itch.io/dracula-express","","music"
"E74378D5","08/01/2018","Is the Earth flat","Guided_Elf1","https://guided-elf1.itch.io/is-the-earth-flat-","",""
"7FEE10C2","09/01/2018","The Lonely Tapes","JTHomeslice","https://jthomeslice.itch.io/the-lonely-tapes","","music"
"69F9A4A7","09/01/2018","Interaction Walker","PedroPetalite","https://pedropetalite.itch.io/interaction-walker","",""
"DB74ABE2","10/01/2018","The Mind's Eye","Shonté","https://johnnyxh.itch.io/the-minds-eye","",""
"337C57EA","11/01/2018","It Weighs You Down","Lotophagia","https://lotophagia.itch.io/it-weighs-you-down","",""
"2839D1AE","11/01/2018","LONELYBOX","AfterglowGames","https://afterglowgames.itch.io/lonelybox","",""
"682993AC","12/01/2018","Time and Tide: Ghostbeach","AfterglowGames","https://afterglowgames.itch.io/time-and-tide-ghostbeach","","music"
"87426278","12/01/2018","Campfire","tktk27","https://tktk27.itch.io/campfire","","music"
"2D533752","12/01/2018","Chambres [Calme]","toorte","https://toorte.itch.io/chambres-angoisse","",""
"C8FC1AB5","13/01/2018","this is the end.","T. J. Field","https://tjfield.itch.io/this-is-the-end","",""
"6CEEEFFC","15/01/2018","crow's day","birdstare","https://birdstare.itch.io/crows-day-bitsy-game","",""
"B13A2FB0","15/01/2018","Bit Fishing","LittleGames","https://littlegames.itch.io/bit-fishing","",""
"CE65D8E3","15/01/2018","Icnaluferu Guild, Year Sixteen","CHz","https://chz.itch.io/icnaluferu-guild-year-sixteen","",""
"FC0E9D7A","15/01/2018","Toy Box","bethany","https://bethany-venefica.itch.io/toy-box","","music"
"2C559A75","16/01/2018","Version 2","Guided_Elf1","https://guided-elf1.itch.io/version-2","",""
"B9471262","17/01/2018","Copyright Nightmare","DisturbeD98","https://disturbed98.itch.io/copyright-nightmare","","music"
"E9294EB3","17/01/2018","On my Way Home","Stavros Skamagkis","https://stavrossk.itch.io/on-my-way-home","",""
"2295CBC9","17/01/2018","The Nest","David Pixel","https://davidpixel.itch.io/leave-the-nest","","music"
"5304EE3C","17/01/2018","הר עזאזל","JohnLee Cooper","https://ergman.itch.io/mount-azazel","",""
"01322443","17/01/2018","The Fixer","Belty118","https://belty118.itch.io/the-fixer","",""
"2EFCFA8B","17/01/2018","Bars.","PDR","https://pdr.itch.io/bars","",""
"32051452","18/01/2018","Chambres [Calme]","toorte","https://toorte.itch.io/chambres-calme","","music"
"9AD2A574","18/01/2018","Silverybield Foss","Ed Key","https://twistedtree.itch.io/silverybield-foss","",""
"C18D7475","18/01/2018","Lord of the Rings - Chapter One","Gmitchell","https://gmitchell.itch.io/lord-of-the-rings-chapter-1","","music"
"C5F55289","18/01/2018","The Lost Wolf","Willis Sandow","https://willis-sandow.itch.io/the-lost-wolf","",""
"94612F67","19/01/2018","÷","Sean S. LeBlanc","https://seansleblanc.itch.io/c3b7","",""
"7B921ECB","19/01/2018","You'll be okay","Zenuel","https://zenuel.itch.io/youll-be-okay","","music"
"F52ADF2C","19/01/2018","Reach The End","CubicKerfuffle","https://cubickerfuffle.itch.io/reach-the-end","",""
"EA3925CE","19/01/2018","Space Explorer","thanerose","https://thanerose.itch.io/space-explorer","",""
"331F06AE","19/01/2018","Haunted House","mikeytw","https://mikeytw.itch.io/haunted-house","",""
"A9BE94CA","19/01/2018","Syntax Error","Squiddo","https://squiddo.itch.io/syntax-error","",""
"5FE5E5B5","19/01/2018","Escape?!","RugFlipper","https://rugflipper.itch.io/escape","",""
"D0A1A0D0","19/01/2018","The Muggufin Cave","Voidstrider","https://voidstrider.itch.io/the-muggufin-cave-","",""
"61FF3DE8","19/01/2018","2099","Benb17","https://benb17.itch.io/2099","",""
"C789847A","19/01/2018","Zoo Keeper","Martfoil","https://martfoil.itch.io/zoo-keeper","",""
"1EA9A16B","19/01/2018","Escape The Gates Of Hell","Kabirosborne","https://kabirosborne.itch.io/escape-the-gates-of-hell","",""
"C139E0B6","19/01/2018","Into the mine...","FyEnw","https://fyenw.itch.io/into-the-mine","",""
"22A01C06","19/01/2018","Knuckles and his Wey","The Elusive Man","https://the-elusive-man.itch.io/knuckles-and-his-wey-","","that racist meme"
"022FF079","19/01/2018","Kickboxing Game","BoyzInBlackk","https://boyzinblackk.itch.io/kickboxing-game","",""
"BC883546","19/01/2018","Welcome to hell !!! Try Your best to escape from here","Louie Chung","https://louie-chung.itch.io/filecuserslouie20chungdesktopmygamehtml","",""
"90F3D026","19/01/2018","Breaking Bug","ThatUniGuy","https://thatuniguy.itch.io/breaking-bug","",""
"A19F89F1","21/01/2018","Whatever Comes Next","Shonté","https://johnnyxh.itch.io/whatever-comes-next","",""
"9417FFED","22/01/2018","You Found Top Secret Floppy","Inco-Nito","https://inco-nito.itch.io/you-found-top-secret-floppy","",""
"F673DEF5","23/01/2018","Lil Onion Detective","onion","https://le-american.itch.io/lil-onion-detective","",""
"06F6D908","23/01/2018","Homesick","ErgoTM","https://ergotm.itch.io/homesick","",""
"B5F1DE5D","24/01/2018","The Labyrinths of Trust","Inco-Nito","https://inco-nito.itch.io/the-labyrinths-of-trust","",""
"CF60D293","24/01/2018","Ctulhu's Missing Eye","Inco-Nito","https://inco-nito.itch.io/ctulhus-missing-eye","",""
"23A22678","25/01/2018","Drac's Night In","Philip Armstrong","https://cooltendo.itch.io/dracs-night-in","",""
"E1F19987","25/01/2018","an evening stroll","Laiska","https://laiska.itch.io/an-evening-stroll","","music"
"518ECBAF","25/01/2018","The Arrow That Wantet to Know People Better","Inco-Nito","https://inco-nito.itch.io/the-arrow-that-wantet-to-know-people-better","",""
"E46023B3","25/01/2018","Arse Doctor","Philip Armstrong","https://cooltendo.itch.io/arse-doctor","",""
"3A1932CA","26/01/2018","Personal Game 1","pwhite102","https://pwhite102.itch.io/personal-game-1","",""
"2CC67EEB","26/01/2018","Find me, my love.","FleshPuzzle","https://fleshpuzzle.itch.io/mylove","",""
"8EF366BD","26/01/2018","30 Seconds to Midnight","NotBambi","https://notbambi.itch.io/30-seconds-to-midnight","Midnight (Bitsy Jam)",""
"84EE182E","26/01/2018","Sfer Milendall 2","Peter Februar","https://peter-februar.itch.io/sfer-milendall-2","","music"
"EC269334","26/01/2018","Sfer Milendall 2 FR","Peter Februar","https://peter-februar.itch.io/sfer-milendall-2-fr","","music, french"
"CCAA3299","26/01/2018","Shards of glass","Red Skald","https://redskald.itch.io/shards-of-glass","Midnight (Bitsy Jam)","music"
"24F8FC59","26/01/2018","As the Last Bombs Fall.","Clorotch","https://clorotch.itch.io/as-the-last-bombs-fall","",""
"EB8E2B01","27/01/2018","30 Seconds Past Midnight","NotBambi","https://notbambi.itch.io/30-seconds-past-midnight","Midnight (Bitsy Jam)",""
"4483029C","27/01/2018","DRMS-04","thatguynm","https://thatguynm.itch.io/drms-04","Midnight (Bitsy Jam)",""
"4527A047","27/01/2018","Something that a Cat once told me about Midnight","cephalopodunk","https://cephalopodunk.itch.io/stacotmam","Midnight (Bitsy Jam)",""
"F006A00E","27/01/2018","It was 4","Inco-Nito","https://inco-nito.itch.io/it-was-4","",""
"EF763825","27/01/2018","fiddler's island, summer 2016","ruin","https://ruin.itch.io/fiddlers-island-summer-2016","Midnight (Bitsy Jam)","music"
"0F3F62BA","27/01/2018","night beach..","onion","https://le-american.itch.io/night-beach","Midnight (Bitsy Jam)",""
"2A5FDAE9","27/01/2018","stars","Radiosoap","https://radiosoap.itch.io/stars","Midnight (Bitsy Jam)",""
"0BF5D86F","27/01/2018","The Rooms","partitiongames","https://partitiongames.itch.io/the-rooms","Midnight (Bitsy Jam)",""
"BC0DCE5C","27/01/2018","A lake sketch","Adam Le Doux","https://ledoux.itch.io/a-lake-sketch","",""
"DAD2F6C8","28/01/2018","transmission","bubez","https://bubez.itch.io/transmission","Midnight (Bitsy Jam)",""
"5F836D20","28/01/2018","Out of service","Becklespinax","https://becklespinax.itch.io/out-of-service-ggj18","",""
"1E339DBA","28/01/2018","Bunny Is A Hop, Skip & A Space Jump Away From Happy","AshGary","https://ashgary.itch.io/bunny-is-a-hop-skip-a-space-jump-away-from-happy","",""
"92AD6BA0","28/01/2018","Year Walk","theunburnedwitch","https://theunburnedwitch.itch.io/year-walk","Midnight (Bitsy Jam)","music"
"BD7E354E","28/01/2018","Kuma Oppa","@buggyglitch","https://atbuggyglitch.itch.io/kuma-oppa","",""
"A77A78EC","28/01/2018","139th Annual Citizens' Exam","mrainwater","https://mrainwater.itch.io/citizen-exams","",""
"1A595207","28/01/2018","a jellyfish once joked","triage*","https://triage.itch.io/a-jellyfish-once-joked","Midnight (Bitsy Jam)",""
"AA007E54","28/01/2018","End Transmission","IndieGage","https://indiegage.itch.io/end-transmission","",""
"324D0F9C","28/01/2018","Midnight Dreams","Santum","https://santumerino.itch.io/midnight-dreams","Midnight (Bitsy Jam)",""
"4B69987D","28/01/2018","Danger Cats: Night One","Brad Collins","https://bradcollins.itch.io/danger-cats-night-one","",""
"465EFAA2","28/01/2018","Holy Magic Quest 64","Cian Rice","https://thecianrice.itch.io/the-00s-are-retro-now","",""
"8643E2C1","28/01/2018","Elemental Island","Clorotch","https://clorotch.itch.io/elemental-island","",""
"13437A1D","29/01/2018","The Smartest Cat in the world","Casino","https://casino.itch.io/the-smartest-cat-in-the-world","",""
"FE6547DE","29/01/2018","Midnight Curse","thatguynm","https://thatguynm.itch.io/midnight-curse","Midnight (Bitsy Jam)","music"
"A85517B0","29/01/2018","Last Transmission","Nenekiri","https://nenekiri.itch.io/perspectivelast-transmission","",""
"68005325","30/01/2018","midnight","Sean S. LeBlanc","https://seansleblanc.itch.io/midnight","Midnight (Bitsy Jam)","only accesible at a minute before midnight"
"428D89C7","30/01/2018","At Last We Hold Hands In The Gale","Laiska","https://laiska.itch.io/at-last-we-hold-hands","Midnight (Bitsy Jam)","music"
"9F39737D","30/01/2018","Stars Below","Sarah Gould","https://sarahgould.itch.io/stars-below","Midnight (Bitsy Jam)","music"
"B6713FDA","30/01/2018","The Flamingo","Casino","https://casino.itch.io/the-flamingo","Midnight (Bitsy Jam)",""
"D2B7F2EC","30/01/2018","A Girl with Moonboat","leonie","https://yellow-attic.itch.io/a-girl-with-moonboat","Midnight (Bitsy Jam)","music"
"D88B5DE4","30/01/2018","The Insomnia Town","lunarDust","https://lunardust.itch.io/the-insomnia-town","Midnight (Bitsy Jam)","music"
"2BBEA321","30/01/2018","WHERE IS ANON?","Paolo Jose Cruz","https://paolojcruz.itch.io/anon","Midnight (Bitsy Jam)",""
"C1A2AB62","30/01/2018","Steamed Hams but it's in Bitsy","DigitPenguin","https://digitpenguin.itch.io/steamed-hams","","an unforgettable luncheon"
"3FA6BA4D","30/01/2018","Midnight Courier","astrochili","https://astrochili.itch.io/midnight-courier","Midnight (Bitsy Jam)",""
"14C48FA0","30/01/2018","Midnight in Dundee!","Coleo_Kin","https://coleo_kin.itch.io/midnight-in-dundee","Midnight (Bitsy Jam)","music"
"7F1599D1","30/01/2018","TimeBot","8BitLlama","https://8bitllama.itch.io/timebot","Midnight (Bitsy Jam)",""
"FF333950","30/01/2018","Bitsy game - Maze","StephenTeodoro","https://stephenteodoro.itch.io/fileusers343922desktopmygamehtml","",""
"25A04CCA","30/01/2018","Dino's Day","andromedarts","https://andromedarts.itch.io/dinos-day","",""
"EC8E4594","31/01/2018","Before Midnight","David Mowatt‏","https://verticalblanking.itch.io/before-midnight","Midnight (Bitsy Jam)",""
"68E5C328","31/01/2018","Midnight Mouse","Enterim","https://enterim.itch.io/midnight-mouse","Midnight (Bitsy Jam)",""
"FC8A7441","31/01/2018","LEFT UNDETECTED","mildmojo","https://mildmojo.itch.io/left-undetected","Midnight (Bitsy Jam)","heavily modded"
"974AA125","31/01/2018","A Midnight Star","wjhollyart","https://wjhollyart.itch.io/a-midnight-star","Midnight (Bitsy Jam)",""
"7CD9D3FF","31/01/2018","Stop the clock before midnight","chompicore","https://chompicore.itch.io/stop-the-clock-before-midnight","Midnight (Bitsy Jam)",""
"E69239EF","31/01/2018","It's Pretty Dark","Brandon Thread","https://brandonmakesthings.itch.io/its-pretty-dark","Midnight (Bitsy Jam)",""
"43EBEC9C","31/01/2018","Midnight Dungeon","pixelartm","https://pixelartm.itch.io/midnight-dungeon","Midnight (Bitsy Jam)","music"
"B8E10418","31/01/2018","jaunt","Ian Martin","https://ianmart1n.itch.io/jaunt","Midnight (Bitsy Jam)",""
"9C8ECF36","31/01/2018","A slime at midnight","Em","https://empha.itch.io/slime","Midnight (Bitsy Jam)","music"
"39ED239C","31/01/2018","self care simulator!!","ocean-gem","https://ocean-gem.itch.io/self-care-simulator","Midnight (Bitsy Jam)",""
"41B01B3A","31/01/2018","Derek's Game","AptGhost","https://aptghost.itch.io/dereks-game","",""
"FEF08D2C","01/02/2018","AFTER MIDNIGHT","plasticrabbit","https://plasticrabbit.itch.io/after-midnight","Midnight (Bitsy Jam)",""
"19966C45","01/02/2018","A Restless Spirit","Chad Redden","https://chadredden.itch.io/restless-spirit","Midnight (Bitsy Jam)",""
"0DDEAD71","01/02/2018","6 HOURS TO MIDNIGHT","phoebe flowerditch","https://flowerditch.itch.io/6-hours-to-midnight","Midnight (Bitsy Jam)",""
"6C3D076C","01/02/2018","the bell shrine","puprika","https://puprika.itch.io/the-bell-shrine","Midnight (Bitsy Jam)",""
"5EC13B06","01/02/2018","Odd One","feardeer","https://feardeer.itch.io/odd-one","Midnight (Bitsy Jam)","music"
"77917040","01/02/2018","The Ravine","Taras Tymoshenko","https://desktop-metaphor.itch.io/the-ravine","Midnight (Bitsy Jam)",""
"5B337D40","01/02/2018","Mammoth Hunt","Philip Armstrong","https://cooltendo.itch.io/mammoth-hunt","Midnight (Bitsy Jam)",""
"AC73BE34","01/02/2018","Witching Hour","jam","https://jambuns.itch.io/witching-hour","Midnight (Bitsy Jam)",""
"9DCC88BC","01/02/2018","Bjarne Speak","Thayle L","https://katsol.itch.io/bjarne-speak","Midnight (Bitsy Jam)",""
"464F3045","01/02/2018","Minuit","Haché","https://hache-games.itch.io/minuit","Midnight (Bitsy Jam)",""
"D51D248F","01/02/2018","Far From Nights of Home","Robocop","https://robocop.itch.io/far-from-nights-of-home","Midnight (Bitsy Jam)",""
"864AF62C","01/02/2018","Influenza A","Capital Ex","https://capitalex.itch.io/influenza-a","Midnight (Bitsy Jam)",""
"2B22C193","01/02/2018","Dead of Night","Lucky Pixel","https://music-monster.itch.io/dead-of-night","Midnight (Bitsy Jam)",""
